,Lat,Long
Effingham County High School,32.345190000,-81.350130000
Effingham County Middle School,32.353126500,-81.342957600
Guyton Elementary School,32.330073100,-81.392569000
Rincon Elementary School,32.295400000,-81.233710000
South Effingham Elementary School,32.211632700,-81.278590500
