,Lat,Long
Cairo High School,30.872233170,-84.200761830
Eastside Elementary School,30.886546000,-84.185059000
Northside Elementary School,30.887138330,-84.210230830
Shiver Elementary School,31.003816000,-84.204947670
Southside Elementary School,30.877775547,-84.204269851
Washington Middle School,30.874604000,-84.223464000
Whigham Elementary School,30.883028086,-84.319201002
