,Lat,Long
Brantley County High School,31.19714,-81.98165
Brantley County Middle School,31.19714,-81.98165
Hoboken Elementary School,31.09743,-82.22705
Nahunta Elementary School,31.20439,-81.98122
Nahunta Primary School,31.20444,-81.9814
