,Lat,Long
Chatsworth Elementary School,34.778093000,-84.787021000
Coker Elementary School,34.756240000,-84.794670000
Gladden Middle School,34.780032000,-84.779485000
Murray County High School,34.777863000,-84.785967000
Northwest Elementary School,34.876583000,-84.797784000
Spring Place Elementary School,34.754906000,-84.813535000
