,Lat,Long
Boynton Elementary School,34.92467,-85.18543
Cloud Springs Elementary School,34.96448,-85.25085
Graysville Elementary School,34.96863,-85.15523
Lakeview Middle School,34.97132,-85.25728
Lakeview-Fort Oglethorpe High School,34.94683,-85.2352
Ringgold Elementary School,34.90103,-85.14199
Ringgold High School,34.92158,-85.11016
Ringgold Middle School,34.92385,-85.11065
Tiger Creek Elementary School,34.90314,-85.0721
West Side Elementary School,34.96266,-85.22589
