,Lat,Long
Chattanooga Valley Elementary School,34.934586000,-85.346854000
Fairyland Elementary School,34.975003000,-85.359098000
Gilbert Elementary School,34.700967000,-85.306850000
Naomi Elementary School,34.692704000,-85.212054330
Ridgeland High School,34.949284000,-85.315800000
Rossville Elementary School,34.975763000,-85.309186000
Rossville Middle School,34.982110000,-85.296670000
Stone Creek Elementary School,34.961927000,-85.307383000
