,Lat,Long
Auburn Elementary School,34.00978,-83.82418
Bramlett Elementary School,34.03806,-83.80911
Holsenbeck Elementary School,34.01495,-83.68717
Kennedy Elementary School,33.97655,-83.76071
Russell Middle School,33.99713,-83.723
Statham Elementary School,33.9648,-83.59177
Winder-Barrow High School,34.00496,-83.72819
