,Lat,Long
Dearing Elementary School,33.423813500,-82.385778830
Maxwell Elementary School,33.457225871,-82.512742531
Norris Elementary School,33.452025872,-82.482639150
Thomson Elementary School,33.459615830,-82.503569000
Thomson High School,33.473709000,-82.475595000
