,Lat,Long
Dodge County High School,32.205480000,-83.187520000
Dodge County Middle School,32.073269200,-83.140612900
North Dodge Elementary School,32.209710000,-83.211360000
South Dodge Elementary School,32.171075500,-83.157963600
