,Lat,Long
Baldwin Elementary School,34.489250000,-83.540066000
Clarkesville Elementary School,34.613336675,-83.533477199
Fairview Elementary School,34.599891670,-83.613190000
Habersham Central High School,34.557015170,-83.495897830
Hazel Grove Elementary School,34.573541000,-83.446729000
Woodville Elementary School,34.660132000,-83.442114000
