,Lat,Long
Ashworth Middle School,34.520088330,-84.924031670
Belwood Elementary School,34.457100000,-84.914830000
Fairmount Elementary School,34.440278500,-84.697569670
Gordon Central High School,34.517405000,-84.922368670
Red Bud Elementary School,34.530010000,-84.840151670
Swain Elementary School,34.438992000,-85.002519000
Tolbert Elementary School,34.569440000,-84.970000000
