,Lat,Long
Big Creek Elementary School,34.112820000,-84.178080000
Chattahoochee Elementary School,34.238010000,-84.086640000
Coal Mountain Elementary School,34.274743300,-84.104854000
Forsyth Central High School,34.216670000,-84.141950000
Mashburn Elementary School,34.168230000,-84.105640000
Midway Elementary School,34.158060000,-84.234120000
North Forsyth High School,34.276858600,-84.106124900
South Forsyth High School,34.148030000,-84.169390000
