,Lat,Long
Colbert Elementary School,34.039266670,-83.227795500
Comer Elementary School,34.070648670,-83.130221830
Danielsville Elementary School,34.117691670,-83.207375000
Ila Elementary School,34.175366330,-83.293527670
Madison County High School,34.118537330,-83.212253000
Madison County Middle School,34.118850000,-83.210340000
