,Lat,Long
Broxton-Mary Hayes Elementary,31.622833900,-82.885098800
Coffee County High School,31.553240000,-82.857890000
Eastside Elementary School,31.514300000,-82.840230000
Nicholls Elementary School,31.518220901,-82.635948181
Satilla Elementary School,31.441433300,-82.790629600
West Green Elementary School,31.611540000,-82.738410000
Westside Elementary School,31.513000000,-82.864010000
