,Lat,Long
Altamaha Elementary School,31.87618,-82.36178
Appling County Elementary School,31.75482,-82.35458
Appling County Middle School,31.72314,-82.33989
Appling County Primary School,31.75458,-82.35425
Fourth District Elementary School,31.61184,-82.24797
