,Lat,Long
Berta Weathersbee Elementary School,33.021437000,-85.046108000
Gardner-Newman Middle School,33.067665670,-84.984556330
Hillcrest Elementary School,33.138866750,-85.040338833
Hollis Hand Elementary School,33.055338000,-85.056670000
Long Cane Elementary School,32.958830000,-85.126341000
Rosemont Elementary School,32.961050000,-84.948882000
Troup County High School,??.?????????,??.?????????
West Point Elementary School,32.880465000,-85.163000000
