,Lat,Long
Memorial Drive Elementary School,31.189669000,-82.319675000
Wacona Elementary School,31.250334170,-82.376586000
Ware County High School,31.197453330,-82.388092330
Ware County Middle School,31.234895830,-82.391422670
Waresboro Elementary School,31.251023330,-82.477986670
Waycross Middle School,31.212157000,-82.340597000
