,Lat,Long
Blue Ridge Elementary School,34.868700000,-84.326360000
East Fannin Elementary School,34.871820000,-84.248153700
Fannin County High School,34.853440000,-84.330700000
Fannin County Middle School,34.871120000,-84.305440000
West Fannin Elementary School,34.922800000,-84.377870000
