,Lat,Long
Button Gwinnett Elementary School,31.858757000,-81.601239000
Joseph Martin Elementary School,31.866051830,-81.582239670
Liberty County High School,31.848212830,-81.546266330
Lyman Hall Elementary School,31.795267000,-81.612832000
Snelson-Golden Middle School,31.867151000,-81.584441000
Taylors Creek Elementary School,31.809267000,-81.648187000
