,Lat,Long
Clements Middle School,33.608760000,-83.937779000
East Newton Elementary School,33.545326000,-83.795392000
Eastside High School,33.579874000,-83.832513000
Heard-Mixon Elementary School,33.468272000,-83.848375000
Livingston Elementary School,33.538680000,-83.949880000
Mansfield Elementary School,??.?????????,??.?????????
Porterdale Elementary School,??.?????????,??.?????????
